Time;Red;Green;Blue;Scan_len;Nan_L;Nan_R;Linear_Speed;Victim;Collision
0.17524075508117676;0.3409423674926442;0.3228424413983518;0.3362151911090039;0;0;0;0;False;False
0.2251896858215332;0.33041488691020104;0.32799937664251155;0.3415857364472873;0;0;0;0;False;False
0.2751796245574951;0.33041488691020104;0.32799937664251155;0.3415857364472873;0;0;0;0;False;False
0.32528018951416016;0.33041488691020104;0.32799937664251155;0.3415857364472873;0;0;0;0;False;False
0.37518739700317383;0.3349201562410247;0.3324717100350394;0.3326081337239359;0;0;0;0;False;False
0.42519664764404297;0.3349201562410247;0.3324717100350394;0.3326081337239359;0;0;0;0;False;False
0.47518134117126465;0.3364274998557498;0.3294674283076568;0.33410507183659344;0;0;0;0;False;False
0.5251822471618652;0.3364274998557498;0.3294674283076568;0.33410507183659344;0;0;0;0;False;False
0.5752227306365967;0.336212058902044;0.32957439593659593;0.33421354516136015;0;0;0;0;False;False
0.6252145767211914;0.336212058902044;0.32957439593659593;0.33421354516136015;0;0;0;0;False;False
0.6752026081085205;0.33466913718561925;0.32806193533560274;0.3372689274787779;0;0;0;0;False;False
0.7251925468444824;0.33466913718561925;0.32806193533560274;0.3372689274787779;0;0;0;0;False;False
0.7751901149749756;0.33466913718561925;0.32806193533560274;0.3372689274787779;0;0;0;0;False;False
0.8251886367797852;0.3328238604710957;0.33176682331766816;0.335409316211236;0;0;0;0;False;False
0.8751909732818604;0.3328238604710957;0.33176682331766816;0.335409316211236;0;0;0;0;False;False
0.9251925945281982;0.3346296850292747;0.3308688405487413;0.3345014744219838;0;0;0;0;False;False
0.9751923084259033;0.3346296850292747;0.3308688405487413;0.3345014744219838;0;0;0;0;False;False
1.0251786708831787;0.3343938843928167;0.33063569003437887;0.3349704255728043;0;0;0;0;False;False
1.0751874446868896;0.3343938843928167;0.33063569003437887;0.3349704255728043;0;0;0;0;False;False
1.125197410583496;0.33461300133189936;0.3301970783683877;0.335189920299713;0;0;0;0;False;False
1.1752128601074219;0.33461300133189936;0.3301970783683877;0.335189920299713;0;0;0;0;False;False
1.2251932621002197;0.33335474110863733;0.3308214876976651;0.33582377119369755;0;0;0;0;False;False
1.2756342887878418;0.33335474110863733;0.3308214876976651;0.33582377119369755;215;2;5;0.21;False;False
1.3255271911621094;0.33335474110863733;0.3308214876976651;0.33582377119369755;215;2;5;0.21;False;False
1.3755404949188232;0.33367618802722837;0.3311404918536296;0.33518332011914204;216;1;6;0.21;False;False
1.4255104064941406;0.33367618802722837;0.3311404918536296;0.33518332011914204;216;1;6;0.21;False;False
1.4755771160125732;0.33317167452376023;0.33215179762218905;0.3346765278540506;215;3;3;0.21;False;False
1.525320291519165;0.33317167452376023;0.33215179762218905;0.3346765278540506;216;2;3;0.21;False;False
1.575575351715088;0.3368136583843442;0.33033770029010584;0.33284864132554987;216;2;3;0.21;False;False
1.625333309173584;0.3368136583843442;0.33033770029010584;0.33284864132554987;215;2;4;0.21;False;False
1.6756212711334229;0.3352300404521034;0.32878453077677916;0.3359854287711173;215;2;4;0.21;False;False
1.7255218029022217;0.3352300404521034;0.32878453077677916;0.3359854287711173;217;1;5;0.21;False;False
1.7755460739135742;0.3328613387355685;0.33352727170766244;0.333611389556769;217;1;5;0.21;False;False
1.8255321979522705;0.3328613387355685;0.33352727170766244;0.333611389556769;216;3;5;0.21;False;False
1.8755779266357422;0.3328613387355685;0.33352727170766244;0.333611389556769;216;3;5;0.21;False;False
1.925525188446045;0.3404665216005322;0.32972515973444577;0.3298083186650219;216;1;5;0.21;False;False
1.9755442142486572;0.3404665216005322;0.32972515973444577;0.3298083186650219;216;1;5;0.21;False;False
2.025522232055664;0.33804193013479017;0.3273770615878957;0.3345810082773141;217;3;4;0.21;False;False
2.0755553245544434;0.33804193013479017;0.3273770615878957;0.3345810082773141;217;3;4;0.21;False;False
2.1255152225494385;0.33720666863422033;0.32903903306176513;0.3337542983040145;217;2;5;0.21;False;False
2.1755588054656982;0.33720666863422033;0.32903903306176513;0.3337542983040145;217;2;5;0.21;False;False
2.2255361080169678;0.33870448615666965;0.3282954522108925;0.3330000616324378;218;2;4;0.21;False;False
2.2756805419921875;0.33870448615666965;0.3282954522108925;0.3330000616324378;218;2;4;0.21;False;False
2.325561046600342;0.33870448615666965;0.3282954522108925;0.3330000616324378;216;1;3;0.21;False;False
2.375319004058838;0.3359917394671413;0.32566607339374753;0.3383421871391112;217;2;4;0.21;False;False
2.4255387783050537;0.3359917394671413;0.32566607339374753;0.3383421871391112;217;2;4;0.21;False;False
2.475339889526367;0.33396804818431036;0.32972761279693175;0.33630433901875784;217;1;6;0.21;False;False
2.5255675315856934;0.33396804818431036;0.32972761279693175;0.33630433901875784;217;1;6;0.21;False;False
2.5755503177642822;0.3341478891304054;0.3296385802427466;0.33621353062684795;217;2;4;0.21;False;False
2.6255383491516113;0.3341478891304054;0.3296385802427466;0.33621353062684795;217;2;4;0.21;False;False
2.675511360168457;0.3424491687824721;0.3378278345451652;0.3197229966723626;219;1;4;0.21;False;False
2.725529193878174;0.3424491687824721;0.3378278345451652;0.3197229966723626;219;1;4;0.21;False;False
2.7758100032806396;0.3528078515783697;0.3177979088116434;0.329394239609987;217;2;3;0.11672727714885364;False;False
2.8256430625915527;0.3528078515783697;0.3177979088116434;0.329394239609987;217;2;3;0.11672727714885364;False;False
2.875725030899048;0.3528078515783697;0.3177979088116434;0.329394239609987;217;1;5;0.0670909023284912;False;False
2.9257590770721436;0.32562681955914685;0.3311449111758066;0.3432282692650467;217;1;5;0.0670909023284912;False;False
2.975738048553467;0.32562681955914685;0.3311449111758066;0.3432282692650467;216;2;6;0.027818184874274506;False;False
3.025703191757202;0.3345720651974849;0.3402417434833039;0.3251861913192113;216;2;6;0.027818184874274506;False;False
3.0757229328155518;0.3345720651974849;0.3402417434833039;0.3251861913192113;215;1;5;0.0005454510992223524;False;False
3.125626802444458;0.3451818611242324;0.31931979215871514;0.3354983467170524;215;1;5;0.0005454510992223524;False;False
3.2899320125579834;0.3451818611242324;0.31931979215871514;0.3354983467170524;215;3;15;0.0;False;False
3.294797420501709;0.340639739981767;0.3215347417654287;0.3378255182528043;215;3;15;0.0;False;False
3.3255789279937744;0.340639739981767;0.3215347417654287;0.3378255182528043;216;1;32;-0.21;False;True
3.3757219314575195;0.3324101865891017;0.3137667481511279;0.3538230652597704;216;1;32;-0.21;False;True
3.425588607788086;0.3324101865891017;0.3137667481511279;0.3538230652597704;217;1;31;-0.21;False;True
3.4757087230682373;0.3177502366303833;0.34403099858021774;0.33821876478939894;217;1;31;-0.21;False;True
3.525592803955078;0.3177502366303833;0.34403099858021774;0.33821876478939894;218;3;31;-0.21;False;True
3.5757346153259277;0.3366120925818072;0.3345197264824522;0.3288681809357406;218;3;31;-0.21;False;True
3.6255643367767334;0.3366120925818072;0.3345197264824522;0.3288681809357406;217;1;31;-0.21;False;True
3.675772190093994;0.33593817273744936;0.3338499956944803;0.3302118315680702;217;1;31;-0.21;False;True
3.725635051727295;0.33593817273744936;0.3338499956944803;0.3302118315680702;218;1;27;-0.21;False;True
3.7757420539855957;0.34025496409570605;0.3252899962206007;0.33445503968369333;218;1;27;-0.21;False;True
