Time;Red;Green;Blue;Scan_len;Nan_L;Nan_R;Linear_Speed;Victim;Collision
0.17424988746643066;0.3427741673052;0.311755635648135;0.34547019704666493;0;0;0;0;False;False
0.22478604316711426;0.33312216239045506;0.3163340724316334;0.3505437651779115;217;4;3;0.21;False;False
0.27469611167907715;0.33312216239045506;0.3163340724316334;0.3505437651779115;217;4;3;0.21;False;False
0.3243393898010254;0.33312216239045506;0.3163340724316334;0.3505437651779115;216;2;4;0.21;False;False
0.3746769428253174;0.3379556144160637;0.3209239368591211;0.34112044872481523;216;2;4;0.21;False;False
0.42472147941589355;0.3379556144160637;0.3209239368591211;0.34112044872481523;219;2;4;0.21;False;False
0.4744384288787842;0.34015505699471704;0.3165044547031668;0.3433404883021161;219;2;4;0.21;False;False
0.5243713855743408;0.34015505699471704;0.3165044547031668;0.3433404883021161;218;2;4;0.21;False;False
0.574488639831543;0.33794880368188657;0.31756271696480376;0.3444884793533096;218;2;4;0.21;False;False
0.6244533061981201;0.33794880368188657;0.31756271696480376;0.3444884793533096;219;2;4;0.21;False;False
0.674846887588501;0.3397866260616787;0.31928967637956435;0.3409236975587569;219;2;4;0.21;False;False
0.7243928909301758;0.3397866260616787;0.31928967637956435;0.3409236975587569;217;1;4;0.21;False;False
0.7745232582092285;0.3397866260616787;0.31928967637956435;0.3409236975587569;217;1;4;0.21;False;False
0.8244485855102539;0.34283747518381436;0.31317776868820896;0.3439847561279767;219;3;4;0.21;False;False
0.8751480579376221;0.34283747518381436;0.31317776868820896;0.3439847561279767;218;3;4;0.21;False;False
0.9244990348815918;0.33285394532951174;0.3179355256894579;0.3492105289810304;218;3;4;0.21;False;False
0.9744274616241455;0.33285394532951174;0.3179355256894579;0.3492105289810304;219;4;4;0.21;False;False
1.0244519710540771;0.3362595537002363;0.32118849565671137;0.34255195064305227;219;4;4;0.21;False;False
1.074342966079712;0.3362595537002363;0.32118849565671137;0.34255195064305227;218;2;5;0.21;False;False
1.1244995594024658;0.34390205619212055;0.30576047716214094;0.3503374666457385;218;2;5;0.21;False;False
1.1743299961090088;0.34390205619212055;0.30576047716214094;0.3503374666457385;219;4;4;0.21;False;False
1.2245144844055176;0.2861209154047592;0.3326881475577821;0.3811909370374587;219;4;4;0.21;False;False
1.2743613719940186;0.2861209154047592;0.3326881475577821;0.3811909370374587;219;3;4;0.21;False;False
1.324784755706787;0.2861209154047592;0.3326881475577821;0.3811909370374587;219;3;4;0.21;False;False
1.3743457794189453;0.2482465672231552;0.2886496097994666;0.46310382297737823;219;2;4;0.21;False;False
1.424518346786499;0.2482465672231552;0.2886496097994666;0.46310382297737823;219;2;4;0.21;False;False
1.4743602275848389;0.20818490597299313;0.403446276199155;0.3883688178278519;219;1;7;0.21;False;False
1.5245482921600342;0.20818490597299313;0.403446276199155;0.3883688178278519;219;1;7;0.21;False;False
1.5743770599365234;0.39996233285203087;0.30573168434930004;0.2943059827986691;219;3;4;0.21;False;False
1.6245148181915283;0.39996233285203087;0.30573168434930004;0.2943059827986691;219;3;4;0.21;False;False
1.6744325160980225;0.44680552633424503;0.34153867732660076;0.2116557963391542;219;2;4;0.21;False;False
1.7244725227355957;0.44680552633424503;0.34153867732660076;0.2116557963391542;219;2;4;0.21;False;False
1.774360179901123;0.44680552633424503;0.34153867732660076;0.2116557963391542;219;2;5;0.21;False;False
1.8247301578521729;0.5505245148022052;0.18868707118538616;0.2607884140124086;219;2;5;0.042;False;False
1.8750014305114746;0.5505245148022052;0.18868707118538616;0.2607884140124086;219;2;3;0.21;True;False
1.9244215488433838;0.4582851667864321;0.2274085877047729;0.31430624550879493;219;2;3;0.21;True;False
1.9745662212371826;0.4582851667864321;0.2274085877047729;0.31430624550879493;219;3;3;0.21;True;False
2.024691581726074;0.4998807238359214;0.2480489827447149;0.2520702934193636;219;3;4;0.2085263259787308;True;False
2.0747392177581787;0.4998807238359214;0.2480489827447149;0.2520702934193636;219;3;4;0.2085263259787308;True;False
2.124359607696533;0.440724308191533;0.3370356645667872;0.22224002724167977;219;3;3;0.21;True;False
